index,word,onset,offset,boundary,filler,comments,,, ,glossary,  
1748,the,691.820007,691.919983,0,,,,,,,
1749,wall,691.919983,692.219971,1,,,,,,,
1750,there's,692.219971,692.51001,0,,,,,,,
1751,another,692.51001,692.919983,0,,,,,,,
1752,actual,692.919983,693.409973,0,,,,,,,
1753,skull,693.469971,693.789978,0,,,,,,,
1754,sitting,693.820007,694.039978,0,,,,,,,
1755,above,694.039978,694.280029,0,,,,,,,
1756,the,694.280029,694.340027,0,,,,,,,
1757,fireplace,694.340027,694.830017,1,,,,,,,
1758,uh,695.26001,695.47998,0,1,,,,,,
1759,the,695.47998,695.549988,0,,,,,,,
1760,kitchen,695.549988,695.909973,0,,,,,,,
1761,a,695.909973,695.960022,0,,,,,,,
1762,mess,695.960022,696.159973,1,,,,,,,
1763,it,696.159973,696.190002,0,,,,,,,
1764,looks,696.190002,696.380005,0,,,,,,,
1765,like,696.380005,696.5,0,,,,,,,
1766,there's,696.5,696.640015,0,,,,,,,
1767,lots,696.640015,696.890015,0,,,,,,,
1768,of,696.890015,697,0,,,,,,,
1769,like,697,697.179993,0,1,,,,,,
1770,chemistry,697.179993,697.809998,0,,,,,,,
1771,lab,697.809998,698.099976,0,,,,,,,
1772,equipment,698.099976,698.5,0,,,,,,,
1773,on,698.5,698.640015,0,,,,,,,
1774,there,698.640015,698.900024,1,,,,,,,
1775,um,699.390015,699.909973,0,1,,,,,,
1776,but,700.609985,700.880005,0,,,,,,,
1777,yeah,700.880005,701.219971,0,1,,,,,,
1778,so,701.219971,701.330017,0,2,,,,,,
1779,then,701.330017,701.710022,0,,,,,,,
1780,uh,703.330017,703.5,0,1,,,,,,
1781,they,703.5,703.609985,0,,,,,,,
1782,go,703.609985,703.789978,0,,,,,,,
1783,into,703.789978,704.419983,0,,,,,,,
1784,there,704.419983,704.840027,1,,,,,,,
1785,and,704.840027,705.26001,0,,,,,,,
1786,then,705.26001,705.679993,0,,,,,,,
1787,there,705.679993,706.090027,0,,,,,,,
1788,they,706.090027,706.210022,0,,,,,,,
1789,talk,706.210022,706.659973,0,,,,,,,
1790,for,706.659973,706.820007,0,,,,,,,
1791,a,706.820007,706.869995,0,,,,,,,
1792,little,706.869995,707.150024,0,,,,,,,
1793,bit,707.150024,707.530029,1,,,,,,,
1794,um,707.960022,708.590027,0,1,,,,,,
1795,sherlock,709.710022,710.609985,0,,,,,,,
1796,uh,711.450012,711.900024,0,,,,,,,
1797,he,711.900024,712.619995,0,,,,,,,
1798,he,712.619995,713.869995,0,,repetition,,,,,
1799,makes,713.869995,714.330017,0,,,,,,,
1800,some,714.330017,714.539978,0,,,,,,,
1801,comments,714.539978,714.969971,0,,,,,,,
1802,about,715.210022,715.590027,2,,,,,,,
1803,to,715.590027,716.25,0,,she changed her mind,,,,,
1804,um,716.25,716.320007,0,1,,,,,,
1805,his,716.320007,716.460022,0,,,,,,,
1806,landlady,716.460022,717.140015,3,,,,,,,
1807,about,717.460022,718.210022,0,,,,,,,
1808,um,718.590027,719.349976,0,1,,,,,,
1809,having,719.52002,719.830017,0,,,,,,,
1810,her,719.830017,719.969971,0,,,,,,,
1811,make,719.969971,720.27002,0,,,,,,,
1812,him,720.76001,720.960022,0,,,,,,,
1813,tea,720.960022,721.47998,0,,,,,,,
1814,or,721.47998,721.840027,0,,,,,,,
1815,clean,721.840027,722.140015,0,,,,,,,
1816,up,722.140015,722.26001,0,,,,,,,
1817,the,722.26001,722.320007,0,,,,,,,
1818,kitchen,722.320007,722.630005,0,,,,,,,
1819,or,722.630005,722.73999,0,,,,,,,
1820,something,722.73999,722.98999,0,,,,,,,
1821,along,722.98999,723.179993,0,,,,,,,
1822,those,723.179993,723.340027,0,,,,,,,
1823,lines,723.340027,723.580017,1,,,,,,,
1824,and,723.580017,723.76001,0,,,,,,,
1825,she's,724.210022,724.349976,0,,,,,,,
1826,kind,724.349976,724.469971,0,,,,,,,
1827,of,724.469971,724.530029,0,,,,,,,
1828,protesting,724.530029,725.210022,1,,,,,,,
1829,i,725.210022,725.47998,0,,start of quote,,,,,
1830,am,725.47998,725.570007,0,,,,,,,
1831,not,725.570007,725.869995,0,,,,,,,
1832,like,725.869995,726,0,1,,,,,,
1833,a,726,726.049988,0,,,,,,,
1834,housekeeper,726.049988,726.679993,1,,,,,,,
1835,i'm,726.679993,726.780029,0,,,,,,,
1836,the,726.780029,727.070007,0,,,,,,,
1837,landlord,727.070007,727.539978,0,,,,,,,
1838,here,727.539978,727.799988,1,,end of quote,,,,,
1839,but,728.22998,728.469971,0,,,,,,,
1840,um,728.5,728.940002,0,1,,,,,,
1841,yeah,730.179993,730.51001,0,1,,,,,,
1842,he,730.51001,730.969971,2,,changed her mind,,,,,
1843,they,731.289978,731.580017,0,,,,,,,
1844,uh,731.580017,731.950012,0,1,,,,,,
1845,talk,731.950012,732.219971,0,,,,,,,
1846,about,732.219971,732.580017,0,,,,,,,
1847,the,732.580017,732.73999,0,,,,,,,
1848,three,732.73999,733.169983,0,,,,,,,
1849,linked,733.169983,733.700012,0,,,,,,,
1850,suicides,733.700012,734.219971,0,,,,,,,
1851,i,734.219971,734.330017,0,,,,,,,
1852,believe,734.539978,735.140015,0,,,,,,,
1853,prompted,735.140015,735.5,0,,,,,,,
1854,by,735.5,735.630005,0,,,,,,,
1855,a,735.630005,735.669983,0,,,,,,,
1856,newspaper,735.669983,736.340027,1,,,,,,,
1857,and,736.73999,736.909973,0,,,,,,,
1858,then,736.909973,737.390015,0,,,,,,,
1859,uh,737.390015,737.700012,0,1,,,,,,
1860,while,737.700012,737.890015,0,,,,,,,
1861,they're,737.890015,738,0,,,,,,,
1862,talking,738,738.340027,0,,,,,,,
1863,about,738.340027,738.47998,0,,,,,,,
1864,it,738.47998,738.580017,0,,,,,,,
1865,sherlock,738.580017,739,0,,,,,,,
1866,looks,739,739.169983,0,,,,,,,
1867,out,739.169983,739.380005,0,,,,,,,
1868,the,739.380005,739.450012,0,,,,,,,
1869,window,739.450012,739.76001,0,,,,,,,
1870,and,739.76001,739.929993,0,,,,,,,
1871,says,739.929993,740.22998,1,,,,,,,
1872,well,740.52002,740.640015,0,2,start quote,,,,,
1873,now,740.640015,740.859985,0,,,,,,,
1874,it's,740.859985,740.919983,0,,,,,,,
1875,four,740.919983,741.330017,1,,end quote,,,,,
1876,so,741.450012,741.549988,0,2,,,,,,
1877,somehow,741.580017,741.97998,0,,,,,,,
1878,he,742.390015,742.48999,0,,,,,,,
1879,sees,742.48999,742.830017,0,,,,,,,
1880,a,742.830017,743.140015,0,,,,,,,
1881,police,743.140015,743.5,0,,,,,,,
1882,car,743.5,743.849976,0,,,,,,,
1883,and,743.849976,743.919983,0,,,,,,,
1884,just,743.919983,744.049988,0,,,,,,,
1885,immediately,744.049988,744.460022,0,,,,,,,
1886,knows,744.460022,744.73999,0,,,,,,,
1887,that,744.73999,745.02002,0,,,,,,,
1888,that,745.599976,745.929993,0,,,,,,,
1889,means,745.929993,746.219971,0,,,,,,,
1890,that,746.219971,746.51001,0,,,,,,,
1891,there,746.51001,746.909973,0,,,,,,,
1892,has,746.909973,747.059998,0,,,,,,,
1893,been,747.059998,747.320007,0,,,,,,,
1894,a,747.320007,747.690002,0,,,,,,,
1895,suicide,747.76001,748.169983,1,,,,,,,
1896,oh,748.210022,748.47998,0,1,,,,,,
1897,um,748.47998,748.809998,0,1,,,,,,
1898,yeah,749.039978,749.349976,0,1,,,,,,
1899,so,749.580017,749.659973,0,2,,,,,,
1900,before,749.659973,750.01001,0,,,,,,,
1901,this,750.01001,750.25,0,,,,,,,
1902,scene,750.25,750.530029,0,,,,,,,
1903,there,750.809998,750.950012,0,,,,,,,
1904,was,750.950012,751.049988,0,,,,,,,
1905,another,751.049988,751.349976,0,,,,,,,
1906,one,751.349976,751.48999,0,,,,,,,
1907,of,751.48999,751.669983,0,,,,,,,
1908,those,751.669983,751.869995,0,,,,,,,
1909,unclear,751.869995,752.400024,0,,,,,,,
1910,fuzzy,752.400024,752.799988,0,,,,,,,
1911,suicide,752.799988,753.320007,0,,,,,,,
1912,scenes,753.320007,753.52002,0,,,,,,,
1913,where,753.52002,753.580017,0,,,,,,,
1914,we,753.580017,753.710022,0,,,,,,,
1915,see,753.710022,753.97998,0,,,,,,,
1916,a,753.97998,754.299988,0,,,,,,,
1917,woman,754.659973,755.099976,0,,,,,,,
1918,with,755.099976,755.72998,0,,,,,,,
1919,bright,755.72998,756.190002,0,,,,,,,
1920,red,756.799988,757.150024,0,,,,,,,
1921,nails,757.150024,757.590027,0,,,,,,,
1922,reaching,757.590027,757.929993,0,,,,,,,
1923,for,757.929993,758.190002,0,,,,,,,
1924,yet,758.190002,758.369995,0,,,,,,,
1925,again,758.369995,758.580017,0,,,,,,,
1926,that,758.580017,758.799988,0,,,,,,,
1927,same,758.799988,758.969971,0,,,,,,,
1928,pill,758.969971,759.190002,0,,,,,,,
1929,bottle,759.190002,759.609985,0,,,,,,,
1930,with,759.900024,760.030029,0,,,,,,,
1931,those,760.030029,760.210022,0,,,,,,,
1932,pills,760.210022,760.51001,0,,,,,,,
1933,in,760.51001,760.599976,0,,,,,,,
1934,it,760.599976,760.869995,1,,,,,,,
1935,and,760.869995,760.98999,0,,,,,,,
1936,then,760.98999,761.26001,0,,,,,,,
1937,um,761.26001,761.690002,0,1,,,,,,
1938,so,761.690002,761.76001,0,2,,,,,,
1939,we,761.76001,761.859985,0,,,,,,,
1940,can,761.859985,761.969971,0,,,,,,,
1941,assume,761.969971,762.219971,0,,,,,,,
1942,that,762.219971,762.369995,0,,,,,,,
1943,she,762.369995,762.669983,0,,,,,,,
1944,committed,762.669983,763.039978,0,,,,,,,
1945,suicide,763.039978,763.369995,0,,,,,,,
1946,in,763.369995,763.450012,0,,,,,,,
1947,the,763.450012,763.570007,0,,,,,,,
1948,same,763.570007,763.789978,0,,,,,,,
1949,manner,763.789978,764.059998,1,,,,,,,
1950,so,765.690002,766.070007,0,2,,,,,,
1951,um,766.070007,766.429993,0,1,,,,,,
1952,so,767.070007,767.140015,0,2,,,,,,
1953,back,767.140015,767.409973,0,,,,,,,
1954,to,767.409973,767.700012,0,,,,,,,
1955,the,767.700012,768.070007,0,,,,,,,
1956,sherlock,768.150024,768.580017,0,,,,,,,
1957,um,769.23999,769.72998,0,1,,,,,,
1958,flat,769.72998,770.030029,0,,,,,,,
1959,scene,770.030029,770.26001,1,,,,,,,
1960,he's,770.5,770.659973,0,,,,,,,
1961,looking,770.659973,770.869995,0,,,,,,,
1962,out,770.869995,770.950012,0,,,,,,,
1963,the,770.950012,771.049988,0,,,,,,,
1964,window,771.049988,771.369995,1,,,,,,,
1965,he,771.369995,771.47998,0,,,,,,,
1966,says,771.47998,771.900024,1,,,,,,,
1967,this,771.900024,772.869995,0,,start quote,,,,,
1968,time,772.869995,773.150024,0,,,,,,,
1969,it's,773.150024,773.299988,0,,,,,,,
1970,unusual,773.299988,773.869995,0,,,,,,,
1971,though,773.869995,774.25,1,,,,,,,
1972,um,774.25,774.73999,0,1,,,,,,
1973,number,775.630005,775.849976,0,,,,,,,
1974,four,775.849976,776.080017,0,,,,,,,
1975,is,776.080017,776.169983,2,,,,,,,
1976,this,776.169983,776.580017,0,,disagreement - it looks different/this is different,,,,,
1977,is,776.580017,776.799988,0,,,,,,,
1978,different,776.909973,777.190002,1,,end quote,,,,,
1979,so,777.549988,778.02002,0,2,,,,,,
1980,not,778.419983,778.630005,0,,,,,,,
1981,long,778.630005,778.809998,0,,,,,,,
1982,after,778.809998,779.049988,0,,,,,,,
1983,he,779.049988,779.169983,0,,,,,,,
1984,says,779.169983,779.400024,0,,,,,,,
1985,this,779.400024,779.599976,0,,,,,,,
1986,there's,779.599976,780.049988,0,,,,,,,
1987,a,780.570007,781.539978,0,,,,,,,
1988,man,781.599976,781.97998,0,,,,,,,
1989,who,781.97998,782.140015,0,,,,,,,
1990,comes,782.140015,782.460022,0,,,,,,,
1991,up,782.460022,782.570007,0,,,,,,,
1992,the,782.570007,782.679993,0,,,,,,,
1993,stairs,782.679993,782.97998,0,,,,,,,
1994,into,782.97998,783.159973,0,,,,,,,
1995,sherlock's,783.159973,783.580017,0,,,,,,,
1996,flat,783.580017,783.929993,1,,,,,,,
1997,um,784.369995,784.719971,0,1,,,,,,
1998,i'll,785.210022,785.380005,0,,,,,,,
1999,call,785.380005,785.780029,0,,,,,,,
2000,him,785.780029,786.030029,0,,,,,,,
2001,like,786.320007,786.559998,0,1,,,,,,
2002,the,786.559998,786.719971,0,,,,,,,
2003,invest,786.719971,787.130005,2,,,,,,,
2004,or,787.130005,787.289978,0,,,,,,,
2005,police,787.289978,787.789978,0,,,,,,,
2006,investigator,787.789978,788.359985,0,,,,,,,
2007,from,788.359985,788.75,0,,,,,,,
2008,here,788.960022,789.169983,0,,,,,,,
2009,on,789.169983,789.22998,0,,,,,,,
2010,out,789.22998,789.469971,0,,,,,,,
2011,just,789.929993,789.98999,0,,,,,,,
2012,for,789.98999,790.099976,0,,,,,,,
2013,clarity's,790.099976,790.580017,0,,,,,,,
2014,sake,790.580017,790.830017,1,,,,,,,
2015,so,790.830017,791.299988,0,,,,,,,
2016,the,791.429993,791.900024,0,,,,,,,
2017,policeman,791.900024,792.780029,2,,,,,,,
2018,um,792.780029,793.23999,0,1,,,,,,
2019,he,794.669983,795.049988,0,,,,,,,
2020,doesn't,795.049988,795.289978,0,,,,,,,
2021,even,795.289978,795.539978,0,,,,,,,
2022,say,795.539978,795.599976,0,,,,,,,
2023,anything,795.599976,796.48999,0,,,,,,,
2024,to,796.48999,796.809998,0,,,,,,,
2025,sherlock,796.840027,797.119995,0,,,,,,,
2026,i,797.119995,797.169983,0,,,,,,,
2027,don't,797.169983,797.340027,0,,,,,,,
2028,think,797.340027,797.890015,0,,,,,,,
2029,before,797.890015,798.159973,0,,,,,,,
2030,sherlock,798.159973,798.52002,0,,,,,,,
2031,says,798.52002,798.830017,0,,,,,,,
2032,like,798.830017,799.109985,0,1,,,,,,
2033,um,799.619995,800.130005,0,1,,,,,,
2034,like,800.719971,800.969971,0,1,,,,,,
2035,what's,801.51001,801.940002,0,,start quote ,,,,,
2036,different,801.940002,802.179993,0,,,,,,,
2037,about,802.179993,802.369995,0,,,,,,,
2038,this,802.369995,802.5,0,,,,,,,
2039,case,802.5,802.799988,1,,end quote,,,,,
2040,and,803.23999,803.390015,0,,,,,,,
2041,then,803.390015,803.679993,0,,,,,,,
2042,he,803.679993,803.809998,0,,,,,,,
2043,asks,803.809998,804.109985,1,,,,,,,
2044,why,804.340027,804.929993,2,,start quote,,,,,
2045,like,804.929993,805.140015,0,1,,,,,,
2046,why,805.140015,805.27002,0,,,,,,,
2047,do,805.27002,805.330017,0,,,,,,,
2048,you,805.330017,805.390015,0,,,,,,,
2049,think,805.390015,805.51001,0,,,,,,,
2050,something's,805.51001,805.780029,0,,,,,,,
2051,different,805.780029,806.190002,1,,end quote,,,,,
2052,and,806.190002,806.280029,0,,,,,,,
2053,then,806.280029,806.460022,0,,,,,,,
2054,sherlock,806.460022,806.909973,0,,,,,,,
2055,says,806.909973,807.26001,1,,,,,,,
2056,well,807.630005,807.890015,0,2,start quote,,,,,
2057,if,807.890015,808.080017,0,,,,,,,
2058,there,808.080017,808.349976,0,,,,,,,
2059,wasn't,808.349976,808.719971,0,,,,,,,
2060,anything,808.719971,809.200012,0,,,,,,,
2061,different,809.469971,809.960022,0,,,,,,,
2062,you,809.960022,810.090027,0,,,,,,,
2063,wouldn't,810.090027,810.450012,0,,,,,,,
2064,have,810.450012,810.650024,0,,,,,,,
2065,come,810.650024,810.859985,0,,,,,,,
2066,to,811.070007,811.130005,0,,,,,,,
2067,me,811.130005,811.799988,4,,end quote,,,,,
2068,um,812.01001,812.359985,0,1,,,,,,
2069,something,813.710022,814.030029,0,,,,,,,
2070,along,814.030029,814.280029,0,,,,,,,
2071,those,814.280029,814.390015,0,,,,,,,
2072,lines,814.390015,814.609985,1,,,,,,,
2073,and,814.940002,815.030029,0,,,,,,,
2074,then,815.030029,815.349976,0,,,,,,,
2075,um,815.380005,816.02002,0,1,,,,,,
2076,the,817.280029,817.669983,0,,,,,,,
2077,policeman,817.700012,818.570007,0,,,,,,,
2078,says,818.570007,818.97998,1,,,,,,,
2079,uh,819.429993,819.710022,0,1,,,,,,
2080,they,819.710022,820.880005,2,,start quote ,,,,,
2081,you,820.880005,820.97998,0,,,,,,,
2082,know,820.97998,821.090027,0,,,,,,,
2083,how,821.090027,821.200012,0,,,,,,,
2084,they,821.200012,821.299988,0,,,,,,,
2085,never,821.299988,821.580017,0,,,,,,,
2086,leave,821.580017,821.799988,0,,,,,,,
2087,a,821.799988,821.840027,0,,,,,,,
2088,note,821.840027,822.099976,1,,,,,,,
2089,they,822.099976,822.27002,0,,,,,,,
2090,left,822.27002,822.469971,0,,,,,,,
2091,a,822.469971,822.52002,0,,,,,,,
2092,note,822.52002,822.719971,1,,end quote,,,,,
2093,so,823.309998,823.659973,0,2,,,,,,
2094,um,823.659973,824.02002,0,1,,,,,,
2095,he,824.080017,824.309998,0,,,,,,,
2096,leaves,825.179993,825.690002,0,,,,,,,
2097,after,825.690002,826.210022,2,,,,,,,
2098,or,826.210022,826.650024,0,,,,,,,
2099,no,826.650024,826.780029,1,,,,,,,
2100,he,826.780029,826.890015,0,,,,,,,
2101,asks,826.890015,827.159973,0,,,,,,,
2102,sherlock,827.570007,827.909973,1,,,,,,,
2103,will,827.909973,828.02002,0,,start quote,,,,,
2104,you,828.02002,828.140015,0,,,,,,,
2105,come,828.140015,828.460022,1,,end quote,,,,,
2106,and,828.460022,828.530029,0,,,,,,,
2107,then,828.530029,828.669983,0,,,,,,,
2108,sherlock,828.669983,829.080017,0,,,,,,,
2109,kind,829.460022,829.599976,0,,,,,,,
2110,of,829.599976,829.630005,0,,,,,,,
2111,nonchalantly,829.630005,830.130005,0,,,,,,,
2112,says,830.130005,830.330017,1,,,,,,,
2113,like,830.330017,830.609985,0,1,,,,,,
2114,i'll,830.640015,830.780029,0,,start quote,,,,,
2115,be,830.780029,830.919983,0,,,,,,,
2116,out,830.919983,831.140015,0,,,,,,,
2117,behind,831.140015,831.440002,0,,,,,,,
2118,you,831.440002,831.619995,1,,end quote,,,,,
2119,and,831.969971,832.049988,0,,,,,,,
2120,then,832.049988,832.25,0,,,,,,,
2121,so,832.25,832.549988,0,2,,,,,,
2122,the,832.609985,832.710022,0,,,,,,,
2123,policeman,832.710022,833.200012,0,,,,,,,
2124,leaves,833.200012,833.5,1,,,,,,,
2125,um,833.950012,834.440002,0,1,,,,,,
2126,sherlock,834.440002,834.98999,0,,,,,,,
2127,is,835.690002,836.150024,2,,,,,,,
2128,suddenly,837.400024,837.659973,0,,,,,,,
2129,like,837.659973,837.869995,0,1,,,,,,
2130,bursts,837.869995,838.109985,0,,,,,,,
2131,out,838.109985,838.25,1,,,,,,,
2132,he's,838.25,838.440002,0,,,,,,,
2133,really,838.440002,838.75,0,,,,,,,
2134,excited,838.75,839.340027,1,,,,,,,
2135,he,839.340027,839.409973,0,,,,,,,
2136,says,839.409973,839.599976,1,,start quote,,,,,
2137,this,839.599976,839.830017,0,,,,,,,
2138,is,839.830017,839.859985,0,,,,,,,
2139,so,839.859985,839.98999,0,,,,,,,
2140,much,839.98999,840.140015,0,,,,,,,
2141,fun,840.140015,840.359985,3,,end quote,,,,,
2142,and,840.789978,841.090027,0,,,,,,,
2143,um,841.119995,841.51001,0,1,,,,,,
2144,quickly,842.140015,842.820007,0,,,,,,,
2145,goes,843.090027,843.330017,0,,,,,,,
2146,after,843.330017,843.609985,0,,,,,,,
2147,him,843.609985,843.849976,1,,,,,,,
2148,um,844.02002,844.349976,0,1,,,,,,
2149,so,845.710022,845.789978,0,2,,,,,,
2150,now,845.789978,846.27002,0,,,,,,,
2151,in,846.27002,846.359985,0,,,,,,,
2152,the,846.359985,846.52002,0,,,,,,,
2153,flat,846.52002,846.849976,0,,,,,,,
2154,there's,846.849976,847.159973,0,,,,,,,
2155,just,847.159973,847.400024,0,,,,,,,
2156,the,847.400024,847.51001,0,,,,,,,
2157,landlady,847.51001,848.130005,0,,,,,,,
2158,and,848.130005,848.369995,0,,,,,,,
2159,watson,848.369995,848.809998,0,,,,,,,
2160,left,848.809998,849.039978,1,,,,,,,
2161,and,849.669983,849.76001,0,,,,,,,
2162,then,849.76001,850.049988,0,,,,,,,
2163,um,850.109985,850.330017,0,1,,,,,,
2164,watson,850.580017,850.969971,0,,,,,,,
2165,asks,850.969971,851.219971,0,,,,,,,
2166,for,851.219971,851.559998,0,,,,,,,
2167,tea,851.559998,852.140015,0,,,,,,,
2168,and,852.140015,852.330017,0,,,,,,,
2169,biscuits,852.330017,852.789978,1,,,,,,,
2170,and,852.789978,852.849976,0,,,,,,,
2171,the,852.849976,852.950012,0,,,,,,,
2172,landlady,852.950012,853.76001,0,,,,,,,
2173,says,853.789978,853.969971,0,,,,,,,
2174,to,853.969971,854.039978,0,,,,,,,
2175,him,854.039978,854.219971,0,,,,,,,
2176,what,854.25,854.380005,0,,,,,,,
2177,she,854.380005,854.549988,0,,,,,,,
2178,said,854.549988,854.700012,0,,,,,,,
2179,earlier,854.700012,855.02002,0,,,,,,,
2180,to,855.02002,855.059998,0,,,,,,,
2181,sherlock,855.059998,855.429993,0,,,,,,,
2182,about,855.429993,855.650024,0,,,,,,,
2183,not,855.650024,855.840027,0,,,,,,,
2184,being,855.840027,856.02002,0,,,,,,,
2185,a,856.02002,856.049988,0,,,,,,,
2186,housekeeper,856.049988,856.73999,1,,,,,,,
2187,um,857.130005,857.559998,0,1,,,,,,
2188,sherlock,857.559998,858,0,,,,,,,
2189,now,858,858.200012,0,,,,,,,
2190,reappears,858.200012,858.669983,0,,,,,,,
2191,really,858.669983,858.830017,0,,,,,,,
2192,quickly,858.830017,859.330017,1,,,,,,,
2193,and,859.719971,859.799988,0,,,,,,,
2194,then,859.799988,859.940002,0,,,,,,,
2195,there's,859.940002,860.159973,0,,,,,,,
2196,like,860.159973,860.289978,0,1,,,,,,
2197,a,860.289978,860.52002,0,,,,,,,
2198,witty,860.52002,860.789978,0,,,,,,,
2199,exchange,860.789978,861.429993,0,,,,,,,
2200,between,861.429993,861.849976,0,,,,,,,
2201,him,861.849976,862.469971,0,,,,,,,
2202,and,862.469971,862.599976,0,,,,,,,
2203,watson,862.599976,863.25,1,,,,,,,
2204,sherlock,863.25,863.659973,0,,,,,,,
2205,says,863.76001,864.090027,1,,,,,,,
2206,um,864.539978,865.190002,0,1,start quote,,,,,
2207,you're,865.469971,865.619995,0,,,,,,,
2208,a,865.619995,865.659973,0,,,,,,,
2209,doctor,865.659973,866.159973,1,,,,,,,
2210,i'm,866.159973,866.22998,0,,,,,,,
2211,sure,866.22998,866.359985,0,,,,,,,
2212,you've,866.359985,866.590027,0,,,,,,,
2213,seen,866.590027,866.849976,0,,,,,,,
2214,lots,867.27002,867.559998,0,,,,,,,
2215,of,867.559998,867.690002,0,,,,,,,
2216,like,867.690002,868.22998,0,1,,,,,,
2217,gruesome,868.22998,868.809998,0,,,,,,,
2218,violent,869.090027,869.450012,0,,,,,,,
2219,things,869.450012,869.929993,1,,end quote,,,,,
2220,and,869.929993,870.030029,0,,,,,,,
2221,then,870.030029,870.349976,0,,,,,,,
2222,uh,870.809998,870.98999,0,1,,,,,,
2223,watson,870.98999,871.390015,0,,,,,,,
2224,says,871.390015,871.609985,1,,,,,,,
2225,yeah,871.609985,871.859985,0,1,,,,,,
2226,like,871.859985,872.109985,0,1,,,,,,
2227,more,872.109985,872.340027,0,,start quote,,,,,
2228,than,872.340027,872.780029,0,,,,,,,
2229,enough,872.780029,873.169983,4,,,,,,,
2230,more,873.169983,873.559998,0,,,,,,,
2231,than,873.559998,873.619995,2,,,,,,,
2232,more,873.619995,873.76001,0,,repetition,,,,,
2233,than,873.76001,873.849976,0,,,,,,,
2234,you,873.849976,873.950012,0,,,,,,,
2235,can,873.950012,874.039978,0,,,,,,,
2236,imagine,874.039978,874.530029,1,,end quote,,,,,
2237,and,874.530029,874.590027,0,,,,,,,
2238,then,874.590027,874.809998,0,,,,,,,
2239,sherlock,875.47998,876,0,,,,,,,
2240,says,876.080017,876.789978,1,,,,,,,
2241,want,876.789978,877.099976,0,,start quote,,,,,
2242,to,877.099976,877.169983,0,,,,,,,
2243,see,877.169983,877.27002,0,,,,,,,
2244,more,877.27002,877.52002,1,,end quote,,,,,
2245,and,877.52002,877.789978,0,,,,,,,
2246,then,877.789978,878.01001,0,,,,,,,
2247,watson,878.01001,878.469971,0,,,,,,,
2248,replies,879.109985,879.539978,0,,,,,,,
2249,affirmatively,879.539978,880.190002,1,,,,,,,
2250,and,880.190002,880.960022,0,,,,,,,
2251,those,880.960022,881.140015,0,,,,,,,
2252,two,881.25,881.419983,0,,,,,,,
2253,go,881.419983,881.700012,0,,,,,,,
2254,to,881.700012,882.02002,0,,,,,,,
2255,the,882.02002,882.099976,0,,,,,,,
2256,scene,882.099976,882.22998,0,,,,,,,
2257,of,882.22998,882.26001,0,,,,,,,
2258,the,882.26001,882.340027,0,,,,,,,
2259,crime,882.340027,882.659973,1,,,,,,,
2260,um,882.849976,883.159973,0,1,,,,,,
2261,on,884.099976,884.23999,0,,,,,,,
2262,the,884.23999,884.330017,0,,,,,,,
2263,way,884.330017,884.530029,0,,,,,,,
2264,there,884.530029,884.840027,0,,,,,,,
2265,they,884.840027,884.940002,0,,,,,,,
2266,have,884.940002,885.099976,0,,,,,,,
2267,a,885.099976,885.159973,0,,,,,,,
2268,conversation,885.159973,885.73999,0,,,,,,,
2269,in,885.73999,885.799988,0,,,,,,,
2270,the,885.799988,885.890015,0,,,,,,,
2271,cab,885.890015,886.380005,0,,,,,,,
2272,where,886.809998,887.440002,0,,,,,,,
2273,um,888.119995,888.380005,0,1,,,,,,
2274,watson,888.380005,888.809998,0,,,,,,,
2275,asks,888.809998,889.130005,0,,,,,,,
2276,sherlock,889.390015,889.679993,0,,,,,,,
2277,how,889.679993,889.969971,0,,,,,,,
2278,he,889.969971,890.400024,0,,,,,,,
2279,knew,890.400024,890.590027,0,,,,,,,
2280,everything,890.590027,891.01001,0,,,,,,,
2281,about,891.01001,891.390015,0,,,,,,,
2282,uh,891.789978,892.210022,0,1,,,,,,
2283,having,892.23999,892.919983,2,,,,,,,
2284,about,892.919983,893.130005,0,,,,,,,
2285,watson,893.130005,893.5,0,,,,,,,
2286,having,893.5,894,0,,,,,,,
2287,like,894,894.330017,0,1,,,,,,
2288,an,894.599976,894.719971,0,,,,,,,
2289,estrange,894.719971,895.280029,0,,,,,,,
2290,estrange,895.280029,895.960022,0,,stuttering,,,,,
2291,estranged,895.98999,897.330017,0,,,,,,,
2292,brother,897.330017,898.119995,0,,,,,,,
2293,who,898.289978,898.530029,0,,,,,,,
2294,left,898.530029,898.820007,0,,,,,,,
2295,his,898.820007,898.960022,0,,,,,,,
2296,wife,898.960022,899.340027,0,,,,,,,
2297,and,899.340027,899.840027,2,,,,,,,
2298,or,900.070007,900.359985,0,,,,,,,
2299,is,900.359985,900.559998,0,,,,,,,
2300,alcoholic,900.559998,901.400024,0,,,,,,,
2301,and,901.659973,901.97998,0,,,,,,,
2302,how,901.97998,902.210022,0,,,,,,,
2303,he,902.210022,902.359985,0,,,,,,,
2304,knew,902.359985,902.539978,0,,,,,,,
2305,that,902.539978,902.630005,0,,,,,,,
2306,he,902.630005,902.830017,0,,,,,,,
2307,was,902.830017,903.289978,0,,,,,,,
2308,an,903.289978,903.590027,0,,,,,,,
2309,army,903.590027,904.130005,0,,,,,,,
2310,doctor,904.799988,905.659973,0,,,,,,,
2311,from,906.02002,906.469971,0,,,,,,,
2312,afghanistan,906.599976,907.27002,1,,,,,,,
